vote_last,vote_next,D
0.5965,0.7116,True
0.4232,0.7614,True
0.5228,0.7541,True
0.5049,0.6191,True
0.4327,0.6818,True
0.5207,0.7704,True
0.6363,0.8366,True
0.6733,0.8114,True
0.6228,0.7945,True
0.3181,0.8240000000000001,True
0.6764,0.747,True
0.494,0.8041,True
-0.4631,0.3471,False
-0.2685,0.3417,False
0.557,0.7062,True
0.47600000000000003,0.6419,True
0.2839,0.7057,True
0.4113,0.7057,True
0.5487,0.7619,True
0.5238,0.6389,True
0.3601,0.5516,True
0.5802,0.8496,True
0.7127,0.7691,True
0.5847,0.7611,True
-0.4032,0.2974,False
-0.3905,0.36700000000000005,False
-0.266,0.3547,False
0.2883,0.7243,True
0.48700000000000004,0.7739,True
0.6275,0.7279,True
-0.0343,0.3816,False
-0.2369,0.4718,False
-0.0563,0.47200000000000003,False
0.07200000000000001,0.5684,True
0.1368,0.5758,True
0.2691,0.6466,True
0.2058,0.6324,True
0.3252,0.6812,True
0.3977,0.502,True
-0.121,0.42,False
-0.1601,0.3671,False
-0.24600000000000002,0.3717,False
0.9303,0.9131,True
0.8654,0.9309,True
0.0536,0.5048,True
0.6169,0.6973,True
0.498,0.9081,True
0.8162,0.7159,True
0.2279,0.574,True
0.1481,0.4875,True
0.155,0.5164,True
0.5778,0.8287,True
0.6575,0.8191,True
0.6901,0.7747,True
0.9491,0.9641,True
0.9438,0.9709,True
0.9548,0.9723,True
0.9258,0.9631,True
0.9341,0.9545,True
-0.1605,0.415,False
-0.0032,0.4908,False
-0.0183,0.461,False
-0.0781,0.3981,False
-0.6654,0.4623,False
-0.0148,0.5168,False
0.0888,0.6201,True
0.3216,0.6557,True
0.4517,0.5425,True
0.2117,0.3499,True
0.6476,0.8547,True
0.7146,0.8437,True
0.6873,0.8045,True
0.5972,0.8498,True
0.7165,0.88,True
-0.0515,0.578,False
0.76,0.5798,True
0.1597,0.5937,True
0.2555,0.5834,True
0.7419,0.7405,True
0.5654,0.8077,True
0.6508,0.8676,True
0.579,0.7508,True
0.5519,0.4675,True
-0.065,0.4267,False
0.7992,0.9351,True
0.8816,0.9106,True
0.8411,0.9321,True
0.1634,0.6364,True
0.3161,0.8277,True
0.5449,0.6642,True
0.4915,0.6844,True
0.3688,0.7313,True
0.4626,0.7243,True
0.48700000000000004,0.5776,True
0.3152,0.5326,True
0.2005,0.5226,True
0.9374,0.9703,True
0.9473,0.9635,True
0.937,0.9621,True
0.8964,0.9016,True
0.8307,0.5602,True
0.2882,0.6121,True
-0.1533,0.3941,False
-0.069,0.3359,False
0.3139,0.6212,True
0.3658,0.6376,True
0.2753,0.6705,True
0.341,0.5572,True
0.6691,0.7477,True
0.5406,0.7881,True
0.6218,0.7874,True
0.6314,0.8324,True
0.7047,0.8464,True
0.6929,0.8239,True
0.0437,0.4456,True
-0.0931,0.503,False
0.0284,0.6284,True
-0.3813,0.3763,False
-0.1944,0.3883,False
-0.0143,0.32899999999999996,False
0.3569,0.6648,True
0.3297,0.725,True
0.4499,0.7463,True
0.7020000000000001,0.8358,True
0.6715,0.7196,True
0.588,0.8371,True
0.9338,0.9857,True
0.9714,0.9796,True
0.9592,0.9821,True
-0.5666,0.2124,False
-0.5527,0.2356,False
-0.5139,0.2439,False
0.3583,0.6611,True
0.3921,0.7422,True
0.5957,0.6349,True
0.5001,0.6406,True
0.3938,0.6524,True
0.447,0.6499,True
0.6978,0.7424,True
0.5494,0.7619,True
0.6423,0.7159,True
0.7615,0.8635,True
0.7591,0.8409,True
0.6818,0.8391,True
-0.4102,0.2717,False
-0.4231,0.2667,False
-0.4415,0.2661,False
-0.4686,0.3952,False
-0.2095,0.4206,False
0.6599,0.5633,True
0.6273,0.685,True
0.4664,0.7146,True
0.5372,0.7058,True
0.5122,0.7337,True
0.5451,0.7188,True
0.4375,0.7617,True
-0.1524,0.4637,False
0.0105,0.5161,True
0.0537,0.5622,True
0.5586,0.9639,True
0.9277,0.6175,True
0.2349,0.6407,True
-0.4743,0.2604,False
-0.38299999999999995,0.0,False
0.261,0.6246,True
0.3176,0.5469,True
0.2241,0.5623,True
0.2797,0.5658,True
-0.2594,0.3341,False
-0.3049,0.6053,False
0.2671,0.6986,True
0.1567,0.5451,True
0.1019,0.5607,True
0.1335,0.5944,True
-0.4631,0.2956,False
-0.4087,0.2762,False
-0.4477,0.3186,False
-0.5711,0.2501,False
-0.4611,0.21,False
0.6433,0.4679,True
-0.0729,0.3554,False
-0.2382,0.4224,False
-0.1552,0.3546,False
0.1244,0.5465,True
0.0929,0.5856,True
0.2388,0.37,True
-0.3172,0.2946,False
-0.4108,0.213,False
-0.5693,0.1904,False
-0.4558,0.2241,False
-0.4657,0.0,False
-1.0,0.0,False
-0.1522,0.4489,False
-0.1022,0.3061,False
0.2061,0.5138,True
-0.2801,0.3255,False
-0.349,0.368,False
-0.2639,0.4743,False
-0.1265,0.2539,False
-0.4393,0.2306,False
-0.4506,0.1567,False
-0.1549,0.3289,False
-0.3236,0.2998,False
-0.3236,0.2029,False
-0.41200000000000003,0.0,False
-1.0,0.2496,False
-0.5008,0.0,False
0.0064,0.5521,True
0.1291,0.6178,True
-0.0873,0.4269,False
-0.1437,0.4193,False
-0.1613,0.4181,False
-0.1639,0.4033,False
0.0327,0.4722,True
0.0274,0.4494,True
-0.0293,0.5221,False
0.0965,0.6663,True
0.3326,0.5576,True
0.1152,0.5505,True
-0.0864,0.4909,False
-0.0056,0.4179,False
-0.1567,0.3478,False
-0.4906,0.4012,False
-0.1977,0.4268,False
-0.2997,0.2977,False
-0.3221,0.3784,False
-0.2432,0.3811,False
-0.2157,0.4131,False
0.0637,0.5028,True
0.0396,0.4564,True
-0.025,0.2473,False
0.6338,0.7903,True
0.5855,0.7629,True
0.5661,0.7789,True
0.1514,0.6831,True
0.3661,0.9318,True
0.8636,0.6482,True
0.1657,0.5725,True
0.1451,0.6479,True
-0.2366,0.3679,False
-0.348,0.2859,False
-0.4282,0.3664,False
-0.2672,0.4326,False
0.385,0.4511,True
-0.0816,0.4199,False
-0.1488,0.6621,False
0.0899,0.4699,True
0.0195,0.4598,True
-0.0804,0.33299999999999996,False
-0.4533,0.2425,False
-0.4646,0.266,False
-0.4223,0.2463,False
0.1216,0.6199,True
0.2398,0.5702,True
-0.2969,0.3197,False
0.2239,0.5579,True
0.1158,0.6467,True
0.2934,0.6286,True
-0.0055,0.3499,False
-0.3003,0.3348,False
-0.3305,0.4294,False
-0.1002,0.4428,False
-0.1144,0.3949,False
-0.2102,0.3157,False
-0.6248,0.5099,False
0.0198,0.5687,True
0.1738,0.5902,True
-0.3403,0.4518,False
-0.0963,0.3223,False
-0.1387,0.33799999999999997,False
-0.3249,0.2817,False
-0.4365,0.3621,False
-0.2759,0.396,False
-0.1203,0.324,False
-0.35200000000000004,0.4086,False
-0.1756,0.2762,False
-0.2192,0.335,False
-0.33,0.0,False
-1.0,0.2255,False
-0.4997,0.4197,False
-0.1549,0.4661,False
-0.0677,0.4345,False
-0.8478,0.2535,False
-0.4621,0.2533,False
0.1453,0.588,True
-0.2295,0.3254,False
-0.3493,0.5403,False
0.0806,0.623,True
-0.0681,0.2773,False
-0.4454,0.2894,False
-0.3516,0.3423,False
0.1818,0.5478,True
0.1071,0.5242,True
0.0631,0.2928,True
0.341,0.8645,True
0.8076,0.7272,True
0.4545,0.5501,True
-0.3005,0.293,False
-0.3797,0.2728,False
-0.4544,0.3519,False
-0.2963,0.3586,False
-0.1678,0.3401,False
-0.3167,0.3147,False
-0.3706,0.3347,False
-0.35100000000000003,0.2673,False
-0.4175,0.3953,False
-0.1642,0.2256,False
0.5514,0.8509,True
0.7018,1.0,True
1.0,0.7751,True
-0.2311,0.3178,False
-0.1875,0.4254,False
-0.1492,0.49200000000000005,False
-0.0159,0.4466,False
0.0241,0.551,True
0.1682,0.5131,True
0.0754,0.4051,True
-0.3848,0.3031,False
-0.3555,0.0,False
-0.8714,0.2072,False
0.0973,0.3986,True
-0.2029,0.0,False
-0.9647,0.29,False
0.0011,0.4621,True
-0.2728,0.3216,False
-0.3488,0.4617,False
-0.0765,0.4463,False
0.2796,0.6583,True
0.3165,0.6938,True
0.3991,0.519,True
-0.1714,0.3575,False
-0.285,0.2628,False
-0.4307,0.2532,False
-0.0423,0.3807,False
-0.3678,0.3045,False
-0.391,0.3529,False
-0.2942,0.4741,False
-0.1351,0.2261,False
-0.447,0.2339,False
-0.4696,0.2226,False
0.1912,0.6664,True
0.3328,0.7411,True
0.5063,0.7174,True
-0.2922,0.3539,False
