treat,age,ed,black,hisp,married,nodeg,re74,re75,re78,age2
0.0,28.0,16.0,0.0,0.0,1.0,0.0,16500.95,0.0,10267.24,784.0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,24814.11,24967.84,19339.01,2116.0
0.0,26.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,4753.846,676.0
0.0,49.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,25564.67,2401.0
0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,2601.0
0.0,51.0,10.0,0.0,0.0,1.0,1.0,22923.42,21725.56,10348.52,2601.0
0.0,27.0,11.0,0.0,0.0,1.0,1.0,17022.11,18123.44,18490.79,729.0
0.0,23.0,13.0,0.0,0.0,0.0,0.0,19098.93,21014.81,0.0,529.0
0.0,27.0,10.0,0.0,0.0,1.0,1.0,7952.664,9755.468,13105.96,729.0
0.0,38.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,1444.0
0.0,32.0,8.0,0.0,0.0,0.0,1.0,7186.591,6149.758,8414.175,1024.0
0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1156.0
0.0,26.0,18.0,0.0,0.0,1.0,0.0,20971.99,21883.11,25564.67,676.0
0.0,21.0,13.0,0.0,0.0,0.0,0.0,8638.407,8176.403,6753.21,441.0
0.0,39.0,8.0,0.0,1.0,0.0,1.0,13499.35,16383.24,16461.87,1521.0
0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,451.1613,0.0,289.0
0.0,22.0,11.0,0.0,1.0,1.0,1.0,17466.86,17779.69,14438.87,484.0
0.0,21.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,441.0
0.0,44.0,9.0,0.0,1.0,1.0,1.0,15390.04,14886.53,12634.56,1936.0
0.0,26.0,10.0,0.0,1.0,1.0,1.0,17125.95,17446.69,13518.24,676.0
0.0,54.0,4.0,0.0,1.0,1.0,1.0,13350.44,13180.35,13741.38,2916.0
0.0,42.0,12.0,0.0,1.0,1.0,0.0,21663.61,22013.81,19941.92,1764.0
0.0,25.0,12.0,0.0,0.0,0.0,0.0,8105.487,11869.84,6170.986,625.0
0.0,20.0,13.0,0.0,0.0,0.0,0.0,317.4012,214.8387,0.0,400.0
0.0,44.0,11.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,1936.0
0.0,33.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1089.0
0.0,40.0,12.0,0.0,0.0,1.0,0.0,25862.32,14494.45,25564.67,1600.0
0.0,25.0,16.0,0.0,0.0,1.0,0.0,21048.4,22916.13,23574.17,625.0
0.0,33.0,12.0,0.0,0.0,0.0,0.0,12694.09,13046.08,11264.71,1089.0
0.0,52.0,13.0,1.0,0.0,0.0,0.0,19827.78,19668.48,18437.59,2704.0
0.0,54.0,14.0,0.0,0.0,1.0,0.0,24686.76,25243.55,25564.67,2916.0
0.0,27.0,15.0,0.0,0.0,0.0,0.0,19200.81,19303.26,18207.07,729.0
0.0,51.0,10.0,0.0,0.0,1.0,1.0,7488.318,7888.161,6148.82,2601.0
0.0,42.0,12.0,0.0,0.0,1.0,0.0,6502.807,15241.02,15468.84,1764.0
0.0,50.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,2500.0
0.0,47.0,10.0,0.0,0.0,1.0,1.0,15282.28,13964.52,9043.687,2209.0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,24224.37,11019.44,20055.71,784.0
0.0,33.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1089.0
0.0,33.0,13.0,0.0,0.0,1.0,0.0,21146.37,18732.15,22254.56,1089.0
0.0,55.0,16.0,0.0,0.0,1.0,0.0,25862.32,24627.68,25564.67,3025.0
0.0,38.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1444.0
0.0,39.0,16.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1521.0
0.0,27.0,17.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,729.0
0.0,16.0,9.0,0.0,0.0,0.0,1.0,378.1385,467.2742,4306.095,256.0
0.0,35.0,12.0,0.0,0.0,1.0,0.0,6645.833,3331.79,0.0,1225.0
0.0,35.0,12.0,0.0,0.0,1.0,0.0,22421.85,21093.58,23590.43,1225.0
0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,0.0,2025.0
0.0,51.0,11.0,0.0,0.0,1.0,1.0,18270.16,21637.84,20267.02,2601.0
0.0,27.0,16.0,0.0,0.0,0.0,0.0,11316.73,1761.677,5532.608,729.0
0.0,28.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,18719.84,784.0
0.0,35.0,18.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1225.0
0.0,39.0,10.0,0.0,0.0,1.0,1.0,18534.66,0.0,21496.49,1521.0
0.0,33.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,25564.67,1089.0
0.0,52.0,16.0,0.0,0.0,1.0,0.0,25862.32,25241.76,12429.16,2704.0
0.0,22.0,13.0,0.0,0.0,0.0,0.0,5023.56,6819.339,13943.83,484.0
0.0,25.0,12.0,0.0,0.0,1.0,0.0,20070.73,11117.9,19003.56,625.0
0.0,28.0,16.0,0.0,0.0,1.0,0.0,25013.96,22710.24,0.0,784.0
0.0,27.0,16.0,0.0,0.0,1.0,0.0,16888.88,16200.63,17295.31,729.0
0.0,30.0,13.0,0.0,0.0,0.0,0.0,8362.151,7990.21,8590.025,900.0
0.0,28.0,15.0,0.0,0.0,0.0,0.0,9672.9,8085.097,14348.73,784.0
0.0,24.0,12.0,0.0,0.0,1.0,0.0,19083.26,18270.24,22261.95,576.0
0.0,29.0,11.0,1.0,0.0,0.0,1.0,14743.48,14954.56,13714.78,841.0
0.0,49.0,7.0,1.0,0.0,0.0,1.0,16444.13,16028.76,15965.36,2401.0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,13352.4,14358.39,17051.49,484.0
0.0,30.0,16.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,900.0
0.0,45.0,12.0,0.0,0.0,1.0,0.0,24185.19,25243.55,0.0,2025.0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,24669.13,24418.21,25564.67,1936.0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,11465.63,1953.242,25564.67,441.0
0.0,26.0,13.0,0.0,0.0,1.0,0.0,11661.56,4142.806,18650.39,676.0
0.0,25.0,16.0,0.0,0.0,1.0,0.0,18822.68,20112.48,20986.67,625.0
0.0,45.0,8.0,0.0,0.0,1.0,1.0,16883.0,15316.21,17010.11,2025.0
0.0,19.0,9.0,0.0,0.0,0.0,1.0,3311.161,10525.31,1693.475,361.0
0.0,55.0,9.0,0.0,0.0,1.0,1.0,12609.84,12349.65,12201.59,3025.0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,12423.71,13035.34,17482.98,484.0
0.0,37.0,18.0,0.0,0.0,1.0,0.0,0.0,16735.94,25564.67,1369.0
0.0,38.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25298.68,1444.0
0.0,29.0,13.0,0.0,0.0,1.0,0.0,17962.56,11590.55,2639.22,841.0
0.0,43.0,8.0,0.0,0.0,1.0,1.0,21044.48,25243.55,1301.877,1849.0
0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862.32,19817.08,4.43318,2601.0
0.0,25.0,14.0,0.0,0.0,1.0,0.0,11769.32,11624.56,13903.93,625.0
0.0,52.0,12.0,0.0,0.0,1.0,0.0,20776.07,20808.92,10394.33,2704.0
0.0,26.0,14.0,0.0,0.0,1.0,0.0,22886.2,24523.84,25564.67,676.0
0.0,37.0,18.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1369.0
0.0,36.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1296.0
0.0,27.0,14.0,0.0,0.0,1.0,0.0,6395.047,18513.73,21258.57,729.0
0.0,21.0,11.0,0.0,0.0,1.0,1.0,20817.21,25243.55,25564.67,441.0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,22686.35,0.0,19081.88,1936.0
0.0,49.0,17.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2401.0
0.0,32.0,0.0,0.0,0.0,0.0,1.0,4559.214,3976.306,7246.771,1024.0
0.0,23.0,12.0,0.0,0.0,1.0,0.0,16593.03,17622.15,22872.25,529.0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,18636.55,18214.74,20485.72,2116.0
0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,1536.097,19808.92,289.0
0.0,26.0,12.0,0.0,0.0,1.0,0.0,19067.58,24849.68,22545.67,676.0
0.0,27.0,12.0,0.0,0.0,1.0,0.0,19637.73,8178.194,25564.67,729.0
0.0,30.0,15.0,0.0,0.0,1.0,0.0,23871.71,25243.55,25564.67,900.0
0.0,23.0,12.0,0.0,0.0,0.0,0.0,23826.64,24942.77,25523.29,529.0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,13540.49,21766.74,25564.67,484.0
0.0,30.0,18.0,0.0,0.0,1.0,0.0,23127.19,23580.34,25564.67,900.0
0.0,32.0,14.0,0.0,0.0,1.0,0.0,20145.18,15941.03,25564.67,1024.0
0.0,27.0,14.0,0.0,0.0,0.0,0.0,15576.17,24706.45,25564.67,729.0
0.0,18.0,12.0,0.0,0.0,0.0,0.0,4729.67,3328.21,12602.05,324.0
0.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,25564.67,1089.0
0.0,22.0,11.0,0.0,0.0,0.0,1.0,5325.287,1061.661,0.0,484.0
0.0,23.0,16.0,0.0,0.0,0.0,0.0,2358.957,0.0,3270.209,529.0
0.0,51.0,10.0,0.0,0.0,1.0,1.0,19030.36,17532.63,0.0,2601.0
0.0,21.0,15.0,0.0,0.0,0.0,0.0,2470.635,5116.742,10890.84,441.0
0.0,18.0,12.0,0.0,0.0,0.0,0.0,9065.527,9338.323,7972.335,324.0
0.0,53.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2809.0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,4055.682,1867.306,0.0,441.0
0.0,32.0,16.0,0.0,0.0,1.0,0.0,22525.69,22712.03,25564.67,1024.0
0.0,41.0,12.0,0.0,0.0,1.0,0.0,25862.32,24745.84,25564.67,1681.0
0.0,48.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,25564.67,2304.0
0.0,25.0,18.0,0.0,0.0,0.0,0.0,2351.12,211.2581,25564.67,625.0
0.0,23.0,16.0,0.0,0.0,0.0,0.0,913.0183,8675.903,14265.97,529.0
0.0,30.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,900.0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,1806.444,7114.742,0.0,484.0
0.0,44.0,10.0,0.0,0.0,1.0,1.0,5940.497,2739.194,2167.825,1936.0
0.0,17.0,11.0,0.0,0.0,0.0,1.0,2447.124,3267.339,7942.78,289.0
0.0,23.0,12.0,0.0,0.0,0.0,0.0,331.1161,0.0,594.0461,529.0
0.0,47.0,8.0,0.0,0.0,1.0,1.0,25168.74,22651.16,24401.7,2209.0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2916.0
0.0,49.0,8.0,0.0,0.0,1.0,1.0,11408.81,3709.548,19136.56,2401.0
0.0,36.0,18.0,0.0,0.0,1.0,0.0,23742.4,25243.55,25564.67,1296.0
0.0,33.0,14.0,0.0,0.0,1.0,0.0,24951.26,23277.77,25564.67,1089.0
0.0,43.0,15.0,0.0,0.0,1.0,0.0,19386.95,25207.74,22579.66,1849.0
0.0,37.0,10.0,0.0,0.0,0.0,1.0,17235.67,18397.35,0.0,1369.0
0.0,48.0,12.0,0.0,0.0,0.0,0.0,16536.21,16605.24,16713.09,2304.0
0.0,54.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0
0.0,28.0,16.0,0.0,0.0,0.0,0.0,92.08554,0.0,626.5561,784.0
0.0,35.0,3.0,0.0,0.0,1.0,1.0,19620.1,20361.34,15347.67,1225.0
0.0,55.0,12.0,0.0,0.0,1.0,0.0,14696.46,3134.855,0.0,3025.0
0.0,53.0,7.0,0.0,0.0,1.0,1.0,22308.21,21521.47,10159.37,2809.0
0.0,25.0,12.0,0.0,0.0,1.0,0.0,19888.52,17756.42,14422.61,625.0
0.0,30.0,8.0,0.0,0.0,1.0,1.0,18691.41,15543.58,22984.56,900.0
0.0,44.0,5.0,0.0,0.0,0.0,1.0,12764.62,9442.161,6224.184,1936.0
0.0,44.0,6.0,0.0,0.0,1.0,1.0,25862.32,15217.74,25564.67,1936.0
0.0,20.0,10.0,0.0,0.0,0.0,1.0,3814.692,5234.903,5021.315,400.0
0.0,49.0,9.0,0.0,0.0,1.0,1.0,17147.5,12747.1,12683.33,2401.0
0.0,55.0,8.0,0.0,0.0,1.0,1.0,5619.177,5449.742,23559.39,3025.0
0.0,51.0,16.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2601.0
0.0,24.0,16.0,0.0,0.0,0.0,0.0,9692.493,16012.65,7326.568,576.0
0.0,54.0,10.0,0.0,0.0,1.0,1.0,25055.1,25243.55,22154.08,2916.0
0.0,32.0,16.0,1.0,0.0,0.0,0.0,17135.75,1031.226,0.0,1024.0
0.0,19.0,4.0,0.0,1.0,1.0,1.0,2298.22,1786.742,11607.54,361.0
0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0
0.0,55.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3025.0
0.0,25.0,12.0,0.0,0.0,1.0,0.0,8679.552,17666.9,17465.25,625.0
0.0,26.0,18.0,0.0,0.0,1.0,0.0,0.0,8414.516,22867.82,676.0
0.0,19.0,13.0,0.0,0.0,0.0,0.0,5060.786,5182.984,16382.08,361.0
0.0,52.0,11.0,0.0,0.0,1.0,1.0,25862.32,25243.55,23290.45,2704.0
0.0,19.0,12.0,0.0,0.0,0.0,0.0,4335.857,4687.065,21407.82,361.0
0.0,17.0,11.0,0.0,0.0,0.0,1.0,43.10387,0.0,14911.74,289.0
0.0,23.0,10.0,0.0,0.0,1.0,1.0,10595.71,1462.694,11861.71,529.0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1936.0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,13095.74,4998.581,9376.175,784.0
0.0,49.0,8.0,0.0,0.0,1.0,1.0,17911.62,23684.18,9464.839,2401.0
0.0,54.0,10.0,0.0,0.0,1.0,1.0,14522.09,8738.565,8486.584,2916.0
0.0,22.0,11.0,0.0,0.0,0.0,1.0,5656.403,0.0,3895.287,484.0
0.0,33.0,13.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1089.0
0.0,40.0,12.0,0.0,0.0,0.0,0.0,20468.46,6205.258,22680.15,1600.0
0.0,47.0,12.0,0.0,0.0,1.0,0.0,25862.32,20522.47,24505.14,2209.0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,9792.415,2169.871,14998.92,441.0
0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1384.63,289.0
0.0,16.0,9.0,0.0,0.0,0.0,1.0,0.0,1346.323,6705.923,256.0
0.0,40.0,12.0,0.0,0.0,1.0,0.0,15435.1,12927.92,13061.63,1600.0
0.0,36.0,12.0,0.0,0.0,1.0,0.0,25241.23,25243.55,25564.67,1296.0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2601.0
0.0,46.0,9.0,0.0,0.0,1.0,1.0,25062.94,25166.56,25097.71,2116.0
0.0,33.0,18.0,0.0,0.0,1.0,0.0,23421.08,25243.55,18505.57,1089.0
0.0,28.0,13.0,0.0,0.0,1.0,0.0,24771.01,21333.48,14323.6,784.0
0.0,27.0,11.0,0.0,0.0,1.0,1.0,14267.38,12829.45,18693.24,729.0
0.0,33.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,21944.24,1089.0
0.0,26.0,12.0,0.0,0.0,1.0,0.0,16822.26,19978.21,20015.81,676.0
0.0,24.0,12.0,0.0,0.0,1.0,0.0,16103.21,8922.968,16470.74,576.0
0.0,28.0,8.0,0.0,0.0,1.0,1.0,16450.0,18300.68,23494.37,784.0
0.0,36.0,12.0,0.0,0.0,1.0,0.0,23912.85,23274.19,25378.48,1296.0
0.0,42.0,12.0,0.0,0.0,1.0,0.0,21473.56,22060.35,23426.4,1764.0
0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1399.407,256.0
0.0,53.0,14.0,0.0,0.0,1.0,0.0,22995.91,16304.47,0.0,2809.0
0.0,52.0,10.0,0.0,0.0,1.0,1.0,17329.71,16193.47,20247.81,2704.0
0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0
0.0,55.0,14.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,3025.0
0.0,26.0,14.0,0.0,0.0,1.0,0.0,9927.605,13396.98,10757.85,676.0
0.0,38.0,12.0,0.0,0.0,1.0,0.0,2400.102,0.0,0.0,1444.0
0.0,43.0,12.0,0.0,0.0,1.0,0.0,14328.12,3453.532,18781.9,1849.0
0.0,55.0,7.0,0.0,0.0,1.0,1.0,18660.06,16768.16,19438.02,3025.0
0.0,49.0,10.0,0.0,0.0,1.0,1.0,24083.31,22758.58,25232.18,2401.0
0.0,20.0,12.0,0.0,0.0,0.0,0.0,9578.855,15727.98,18666.64,400.0
0.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6478.353,324.0
0.0,31.0,16.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,961.0
0.0,54.0,18.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2916.0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,20676.14,4072.984,17289.4,784.0
0.0,24.0,12.0,0.0,0.0,1.0,0.0,18979.42,20959.31,17657.35,576.0
0.0,21.0,8.0,0.0,0.0,0.0,1.0,18432.78,6778.161,9376.175,441.0
0.0,39.0,8.0,0.0,0.0,1.0,1.0,24163.64,20937.82,25564.67,1521.0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,23569.98,21926.08,25564.67,784.0
0.0,40.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,23653.97,1600.0
0.0,38.0,7.0,0.0,0.0,1.0,1.0,22306.25,18866.42,22192.5,1444.0
0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,520.9839,9925.889,256.0
0.0,43.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1849.0
0.0,49.0,12.0,0.0,0.0,1.0,0.0,24812.15,23202.58,21153.66,2401.0
0.0,28.0,14.0,0.0,0.0,0.0,0.0,19316.41,18626.52,20002.51,784.0
0.0,22.0,12.0,0.0,0.0,0.0,0.0,15341.06,14904.44,25564.67,484.0
0.0,39.0,12.0,0.0,0.0,1.0,0.0,7455.01,8512.984,9862.347,1521.0
0.0,27.0,16.0,0.0,0.0,1.0,0.0,21062.12,24824.61,12514.87,729.0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,15658.46,8115.532,15937.28,441.0
0.0,48.0,11.0,0.0,0.0,1.0,1.0,25862.32,25243.55,23724.9,2304.0
0.0,30.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,900.0
0.0,20.0,12.0,0.0,0.0,1.0,0.0,11510.69,8185.355,10026.37,400.0
0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,630.1935,13858.12,400.0
0.0,18.0,12.0,0.0,0.0,0.0,0.0,658.3136,1432.258,0.0,324.0
0.0,23.0,12.0,0.0,1.0,0.0,0.0,5817.063,18105.53,8876.704,529.0
0.0,33.0,12.0,0.0,0.0,1.0,0.0,18303.47,13875.0,12640.47,1089.0
0.0,31.0,12.0,0.0,0.0,1.0,0.0,21610.71,21537.58,25564.67,961.0
0.0,28.0,12.0,1.0,0.0,0.0,0.0,4700.281,0.0,731.4747,784.0
0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
0.0,23.0,13.0,1.0,0.0,0.0,0.0,172.4155,272.129,582.2243,529.0
0.0,38.0,12.0,0.0,0.0,1.0,0.0,10384.11,11637.1,15959.45,1444.0
0.0,37.0,12.0,1.0,0.0,1.0,0.0,18826.59,21573.39,18147.96,1369.0
0.0,16.0,10.0,0.0,0.0,0.0,1.0,658.3136,630.1935,5127.711,256.0
0.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,2474.226,0.0,324.0
0.0,47.0,9.0,0.0,0.0,1.0,1.0,19978.64,19203.0,23970.2,2209.0
0.0,17.0,9.0,0.0,0.0,0.0,1.0,0.0,3992.419,10248.03,289.0
0.0,35.0,12.0,1.0,0.0,1.0,0.0,17241.55,15717.24,18050.43,1225.0
0.0,19.0,7.0,0.0,1.0,0.0,1.0,1250.012,0.0,8199.905,361.0
0.0,36.0,9.0,1.0,0.0,1.0,1.0,18904.97,18938.03,10997.24,1296.0
0.0,41.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1681.0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2916.0
0.0,51.0,18.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2601.0
0.0,55.0,15.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,3025.0
0.0,29.0,16.0,0.0,0.0,1.0,0.0,1657.54,5129.274,8808.728,841.0
0.0,46.0,16.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,2116.0
0.0,30.0,14.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,900.0
0.0,28.0,14.0,1.0,0.0,1.0,0.0,23039.02,22575.97,23093.91,784.0
0.0,48.0,12.0,1.0,0.0,1.0,0.0,24196.95,22110.48,21899.91,2304.0
0.0,26.0,11.0,1.0,0.0,0.0,1.0,20834.84,19444.69,21891.04,676.0
0.0,32.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,23587.47,1024.0
0.0,50.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2500.0
0.0,20.0,11.0,0.0,0.0,0.0,1.0,11207.01,12424.84,13012.86,400.0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,11647.84,14832.82,20666.01,441.0
0.0,20.0,9.0,0.0,0.0,0.0,1.0,4298.631,8797.645,8962.412,400.0
0.0,32.0,4.0,0.0,1.0,0.0,1.0,14819.89,15457.65,12033.13,1024.0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2116.0
0.0,18.0,12.0,0.0,0.0,0.0,0.0,2360.916,1752.726,2748.571,324.0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,22355.23,21793.6,3250.998,2601.0
0.0,32.0,15.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1024.0
0.0,26.0,16.0,0.0,0.0,1.0,0.0,8375.866,10607.66,4047.493,676.0
0.0,24.0,15.0,0.0,0.0,0.0,0.0,1058.004,0.0,9436.762,576.0
0.0,46.0,8.0,0.0,0.0,1.0,1.0,24001.02,23990.32,3923.364,2116.0
0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20668.96,441.0
0.0,32.0,16.0,0.0,0.0,1.0,0.0,25033.55,25243.55,25564.67,1024.0
0.0,30.0,18.0,0.0,0.0,0.0,0.0,25862.32,9657.0,7725.555,900.0
0.0,25.0,18.0,0.0,0.0,1.0,0.0,5364.473,8772.581,25564.67,625.0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,20754.51,19199.42,22566.36,2601.0
0.0,21.0,9.0,0.0,1.0,1.0,1.0,7249.287,9968.516,16627.38,441.0
0.0,34.0,18.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,1156.0
0.0,29.0,5.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,841.0
0.0,52.0,12.0,0.0,0.0,1.0,0.0,9051.813,4978.887,0.0,2704.0
0.0,21.0,14.0,0.0,0.0,0.0,0.0,8489.503,10167.24,0.0,441.0
0.0,17.0,10.0,0.0,0.0,0.0,1.0,3520.802,4336.161,0.0,289.0
0.0,50.0,8.0,0.0,1.0,0.0,1.0,14892.39,13348.65,10791.84,2500.0
0.0,21.0,11.0,1.0,0.0,0.0,1.0,1890.692,1369.597,16685.01,441.0
0.0,49.0,12.0,0.0,1.0,1.0,0.0,21365.8,21023.76,25045.99,2401.0
0.0,23.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,529.0
0.0,17.0,12.0,0.0,1.0,0.0,0.0,946.3259,1378.548,0.0,289.0
0.0,52.0,3.0,1.0,0.0,1.0,1.0,12688.21,12655.79,9377.653,2704.0
0.0,47.0,4.0,0.0,1.0,1.0,1.0,8889.193,12297.73,17076.61,2209.0
0.0,24.0,4.0,0.0,1.0,1.0,1.0,8426.807,17034.92,25279.47,576.0
0.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0
0.0,49.0,12.0,0.0,0.0,1.0,0.0,6297.084,4253.806,10169.71,2401.0
0.0,55.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,564.4916,3025.0
0.0,28.0,12.0,0.0,0.0,0.0,0.0,25525.33,25243.55,25564.67,784.0
