data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
PSID3,0.0,33.0,13.0,0.0,0.0,0.0,0.0,7837.0674,3580.6453,16254.992
PSID3,0.0,27.0,11.0,1.0,0.0,1.0,1.0,7837.0674,5370.968,7388.633
PSID3,0.0,21.0,11.0,1.0,0.0,1.0,1.0,8032.994,4848.1934,8570.814
PSID3,0.0,54.0,6.0,1.0,0.0,1.0,1.0,8354.313,0.0,0.0
PSID3,0.0,23.0,9.0,0.0,0.0,1.0,1.0,9012.627,0.0,14777.266
PSID3,0.0,24.0,12.0,0.0,0.0,1.0,0.0,9371.173,2864.516,2216.5898
PSID3,0.0,20.0,13.0,0.0,1.0,0.0,0.0,9404.48,0.0,8275.269
PSID3,0.0,26.0,12.0,0.0,0.0,1.0,0.0,9561.222,0.0,13299.539
PSID3,0.0,27.0,12.0,1.0,0.0,1.0,0.0,9796.334,0.0,11821.813
PSID3,0.0,29.0,12.0,1.0,0.0,1.0,0.0,9796.334,12532.258,19210.445
PSID3,0.0,32.0,10.0,1.0,0.0,0.0,1.0,10188.187,8951.613,0.0
PSID3,0.0,47.0,8.0,0.0,1.0,1.0,1.0,10286.151,7161.2905,1477.7266
PSID3,0.0,26.0,12.0,1.0,0.0,1.0,0.0,11167.821,1074.1935,8866.359
PSID3,0.0,43.0,12.0,0.0,0.0,1.0,0.0,11755.601,0.0,295.54532
PSID3,0.0,34.0,11.0,1.0,0.0,0.0,1.0,11755.601,2148.3872,15516.129
PSID3,0.0,53.0,12.0,0.0,0.0,1.0,0.0,11755.601,9893.322,5172.043
PSID3,0.0,42.0,13.0,0.0,0.0,1.0,0.0,13701.153,0.0,33987.71
PSID3,0.0,22.0,12.0,1.0,0.0,1.0,0.0,13714.868,0.0,664.977
PSID3,0.0,47.0,12.0,0.0,0.0,1.0,0.0,13714.868,0.0,12560.676
PSID3,0.0,26.0,12.0,0.0,0.0,1.0,0.0,13714.868,716.129,22904.762
PSID3,0.0,53.0,5.0,1.0,0.0,1.0,1.0,14008.758,2660.4194,11082.949
PSID3,0.0,54.0,8.0,0.0,1.0,1.0,1.0,14302.648,0.0,8866.359
PSID3,0.0,54.0,8.0,0.0,1.0,1.0,1.0,14302.648,0.0,8866.359
PSID3,0.0,37.0,13.0,0.0,0.0,1.0,0.0,14694.501,8951.613,17732.719
PSID3,0.0,49.0,8.0,0.0,1.0,0.0,1.0,15674.134,1074.1935,0.0
PSID3,0.0,21.0,13.0,0.0,0.0,0.0,0.0,15674.134,4946.661,1733.3733
PSID3,0.0,18.0,10.0,0.0,1.0,1.0,1.0,15674.134,10741.935,20688.172
PSID3,0.0,54.0,12.0,0.0,0.0,1.0,0.0,15674.134,25064.516,0.0
PSID3,0.0,54.0,12.0,0.0,0.0,1.0,0.0,15674.134,25064.516,0.0
PSID3,0.0,53.0,4.0,1.0,0.0,1.0,1.0,16142.399,984.6774,0.0
PSID3,0.0,45.0,4.0,0.0,1.0,1.0,1.0,16261.914,28108.064,28076.805
PSID3,0.0,25.0,12.0,0.0,0.0,1.0,0.0,16653.768,12181.355,17732.719
PSID3,0.0,46.0,10.0,0.0,1.0,1.0,1.0,17633.4,10741.935,5910.9062
PSID3,0.0,26.0,12.0,0.0,1.0,1.0,0.0,19055.828,0.0,13299.539
PSID3,0.0,21.0,12.0,1.0,0.0,0.0,0.0,19592.668,716.129,22165.898
PSID3,0.0,48.0,10.0,0.0,0.0,1.0,1.0,23511.201,2864.516,0.0
PSID3,0.0,46.0,12.0,0.0,0.0,0.0,0.0,23918.729,12532.258,0.0
PSID3,0.0,26.0,16.0,0.0,0.0,0.0,0.0,24490.836,27750.0,9605.223
PSID3,0.0,48.0,8.0,0.0,0.0,1.0,1.0,25470.469,0.0,13299.539
PSID3,0.0,50.0,12.0,0.0,0.0,1.0,0.0,26254.176,0.0,0.0
PSID3,0.0,41.0,13.0,0.0,0.0,0.0,0.0,29389.002,0.0,30293.395
